country,university,policy,status,level,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding,code_legible,uni_name,research,citations
DE,1,NA,Research,High,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Technical University of Berlin,53.9,62.3
DE,1,NA,Research,High,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,Technical University of Berlin,53.9,62.3
DE,1,NA,Research,High,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,Forschung: Originalität und/oder wissenschaftliche Breite und/oder Tiefe der erbrachten Arbeiten,Research: originality and/or scientific breadth and/or depth of the work produced.,NA,NA,Publication quality,Technical University of Berlin,53.9,62.3
DE,1,NA,Research,High,ServicesToScientificCommunity,PeerReview,peer review and editor activities,1,"Mitwirkung an der Akademischen Selbstverwaltung: Mitwirkung an Peer-Review-Verfahren, Aktive Unterstützung der Internationalisierungsstrategie der Technischen Universität Berlin","Participation in academic self-administration: participation in peer review processes, active support of the internationalisation strategy of Technische Universität Berlin",NA,NA,Review & editorial activities,Technical University of Berlin,53.9,62.3
DE,1,NA,Research,High,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",1,"Mitwirkung an der Akademischen Selbstverwaltung Innerhalb der Technischen Universität Berlin: Beteiligung an Kommissionen bzw. Gremien oder, Wahrnehmung von Ämtern und/oder Funktionen, Außerhalb der Technischen Universität Berlin, Beteiligung an Kommissionen oder Gremien, Erstellung von Gutachten","Participation in academic self-administration Within Technische Universität Berlin: participation in commissions or committees or, holding offices and/or functions, Outside Technische Universität Berlin, participation in commissions or committees, preparation of expert reports.",NA,NA,Service to profession,Technical University of Berlin,53.9,62.3
DE,1,NA,Research,High,Patents,Patents,patenting discoveries/inventions,1,"Unterstützung des Wissenstransfers. Beiträge zur Politikberatung bzw. Mitgliedschaft in politischen Beratungsgremien. Anmeldung, Erteilung und Verwertung von Patenten oder Initiierung von Technologietransferprojekten bzw. Unternehmensausgründungen","Support for knowledge transfer. Contributions to policy advice or membership in policy advisory bodies. Registration, granting and exploitation of patents or initiation of technology transfer projects or company spin-offs",NA,NA,Patents,Technical University of Berlin,53.9,62.3
DE,10,NA,Citations,High,Metadata,PolicyDate,When did the policy come into effect?,2020-04-16,NA,NA,NA,NA,NA,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Tenure track professors,NA,NA,NA,NA,NA,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",tenure track policy (concept for quality assurance),NA,NA,NA,NA,NA,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),1,NA,NA,NA,NA,Gender equality,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,MoRRIIndicators,GenderReviewers,gender of reviewers considered,1,"Unabhängig von dem/der Universitätsfrauenbeauftragten sollen mindestens zwei ständige Mit-glieder Frauen sein, wobei mindestens eine aus dem Kreis der ordentlichen Professorinnen stammen soll.","Independently of the university women's representative, at least two permanent members shall be women, whereby at least one shall come from the circle of full professors.",NA,NA,Gender of reviewers,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,Indikatoren für die Rezeption und Bewertung der Veröffentlichungen in der Fachöffent-lichkeit,Indicators for the reception and evaluation of publications in the professional community,NA,NA,Journal metrics,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",1,Indikatoren für die Rezeption und Bewertung der Veröffentlichungen in der Fachöffent-lichkeit,Indicators for the reception and evaluation of publications in the professional community,NA,NA,Citations,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,ServicesToScientificCommunity,PeerReview,peer review and editor activities,1,"Engagement in Wissenschafts- oder Standesorganisationen, Gutachtertätigkeiten","Involvement in scientific or professional organisations, expert activities",NA,NA,Review & editorial activities,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,University of Wurzburg,42.4,87.5
DE,10,NA,Citations,High,Patents,Patents,patenting discoveries/inventions,1,Patente und Beteiligung an Ausgründungen,Patents and participation in spin-offs,NA,NA,Patents,University of Wurzburg,42.4,87.5
DE,11,NA,Citations,Middle,Metadata,PolicyDate,When did the policy come into effect?,2018-06-07,NA,NA,NA,NA,NA,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",junior professors,NA,NA,NA,NA,NA,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",bylaws for interim and tenure evaluations for junior professors,NA,NA,NA,NA,NA,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,equal opportunity officer can advise,Gender of reviewers,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA,Journal metrics,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,ServicesToScientificCommunity,PeerReview,peer review and editor activities,1,"activities as a publisher, editor, critic, or peer reviewer for academic or scientific journals and publications","activities as a publisher, editor, critic, or peer reviewer for academic or scientific journals and publications",NA,NA,Review & editorial activities,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,University of Hamburg,49.8,74
DE,11,NA,Citations,Middle,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA,Patents,University of Hamburg,49.8,74
DE,12,NA,Citations,Low,Metadata,PolicyDate,When did the policy come into effect?,2018-07-09,NA,NA,NA,NA,NA,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Professors,NA,NA,NA,NA,NA,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).","Appointment (berufung) of professors, with some sections on tenure track",NA,NA,NA,NA,NA,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),1,NA,NA,NA,NA,Gender equality,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,MoRRIIndicators,GenderReviewers,gender of reviewers considered,1,NA,NA,NA,equal opportunity officer can advise,Gender of reviewers,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,1,"Die Gutachterinnen und Gutachter sollen international ausgewiesene Professorinnen und Professoren sein. Nach Möglichkeit sollen ebenso viele Gutachterinnen wie Gutachter bestellt werden. Soweit dies im Hinblick auf die fachliche Ausrichtung der Stelle zweckmäßig erscheint, ist nach Möglichkeit mindestens eine ausländische Gutachterin oder ein ausländischer Gutachter zu bestellen","The reviewers should be internationally recognised professors. If possible, the number of reviewers should be equal to the number of female and male reviewers. Insofar as this seems appropriate with regard to the subject orientation of the position, at least one foreign reviewer should be appointed if possible.",NA,NA,Gender balance of reviewers,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA,Journal metrics,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",1,"optional: Sichtbarkeit (mögliche Indikatoren: Vortragseinladungen, Beiträge zu Konferenzen (key note / plenary lectures) oder Tagungen (national und international), Forschungspreise / Forschungsstipendien / wissenschaftliche Auszeichnungen /Zitationsindex)","Optional: Visibility (possible indicators: invitations to speak, contributions to conferences (key note / plenary lectures) or meetings (national and international), research prizes / research grants / scientific awards / citation index).",NA,NA,Citations,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,Für einzelne Kriterien (z. B. die Anzahl von Publikationen) können auch die geforderten Quantitäten festgelegt werden. Hierbei soll keine feste Mindestanzahl sondern ein ungefährer Richtwert festgelegt werden.,"For individual criteria (e.g. the number of publications), the required quantities can also be specified. The aim here is not to set a fixed minimum number, but rather an approximate guideline.",NA,NA,Number of publications,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,"qualitativ hochwertige Publikationen mit substantiellem Eigenbeitrag in national und international renommierten Organen mit Peer-Review (mögliche Indikatoren für Qualität: methodische und konzeptionelle Neuentwicklungen, Originalität, Kreativität, Erweiterung des Forschungsansatzes im Vergleich zur Dissertation)","High-quality publications with substantial own contribution in nationally and internationally renowned peer-reviewed organs (possible indicators for quality: methodological and conceptual new developments, originality, creativity, expansion of the research approach compared to the dissertation).",NA,NA,Publication quality,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,TU Dortmund University,41.4,54.2
DE,12,NA,Citations,Low,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA,Patents,TU Dortmund University,41.4,54.2
DE,2,NA,Research,Middle,Metadata,PolicyDate,When did the policy come into effect?,20171017,NA,NA,NA,NA,NA,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",junior professor,professor,professor,university lecturer,NA,NA,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",The policy details requirements for hiring/promoting a professor including directives for the review committee and selection criteria.,NA,NA,NA,NA,NA,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),1,"In German and English: “The University of Münster is an equal opportunity employer and is committed to increasing the proportion of senior women academics. Consequently, we actively encourage applications by women. Female candidates with equivalent qualifications and academic achievements will be preferentially considered within the framework of the legal possibilities. We also welcome applications from candidates with severe disabilities. Disabled candidates with equivalent qualifications will be preferentially considered.” + women and men have to be equally addressed ""Stellenausschreibungen sind so abzufassen, dass sie Frauen und Männer gleichermaßen ansprechen. Dabei sind die weibliche und die männliche Funktions-, Berufs- oder Amtsbezeichnung zu verwenden."" + criteria to consider gender in own field: ""Fähigkeit, sich der Gender-Thematik im eigenen Fachbereich aktiv anzunehmen""","In German and English: “The University of Münster is an equal opportunity employer and is committed to increasing the proportion of senior women academics. Consequently, we actively encourage applications by women. Female candidates with equivalent qualifications and academic achievements will be preferentially considered within the framework of the legal possibilities. We also welcome applications from candidates with severe disabilities. Disabled candidates with equivalent qualifications will be preferentially considered.” + women and men have to be equally addressed  ""Job advertisements shall be written in such a way that they appeal equally to women and men. The female and male designation of function, occupation or office shall be used"". + criteria to consider gender in own field: ""Ability to actively address gender issues in own field""",NA,NA,Gender equality,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,MoRRIIndicators,GenderReviewers,gender of reviewers considered,1,"But Gender equality officer has to be included ""Die Zentrale Gleichstellungsbeauftragte und die Fachbereichsgleichstellungsbeauftragte sind im Ausschreibungsverfahren rechtzeitig zu beteiligen. Der Gleichstellungsbeauftragten wird durch das Personaldezernat eine Durchschrift der Stellenausschreibung zugeleitet. Ihr Recht, Einwände gegen den Ausschreibungstext geltend zu machen (§ 19 Abs. 1 LGG), ist zu beachten.""","But Gender equality officer has to be included ""The Central Equal Opportunities Officer and the Departmental Equal Opportunities Officer shall be involved in the advertisement procedure in good time. The Equal Opportunities Officer shall be sent a copy of the job advertisement by the Human Resources Department. Her right to raise objections to the text of the advertisement (Section 19(1) LGG) shall be observed.""",NA,NA,Gender of reviewers,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,1,"""Paritätische Besetzung: Berufungskommissionen sind grundsätzlich zur Hälfte mit Frauen zu besetzen (siehe im Einzelnen § 3 Abs. 6 Berufungsordnung).""","""Parity of representation: As a matter of principle, half of the members of the appointment committee shall be women (see in detail § 3 para. 6 of the Appointment Regulations).",NA,NA,Gender balance of reviewers,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA,Journal metrics,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,University of Munster,42.5,81.3
DE,2,NA,Research,Middle,Patents,Patents,patenting discoveries/inventions,1,Auswahlkriterien: Erwartetes Innovationspotential für die WWU,Selection criteria: Expected innovation potential for the WWU,NA,NA,Patents,University of Munster,42.5,81.3
DE,3,NA,Research,Low,Metadata,PolicyDate,When did the policy come into effect?,20181213,NA,NA,NA,NA,NA,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",tenure track professors,NA,NA,NA,NA,NA,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",The policy (3b - after looking in more detail this one seems more relevant) specify the evaluation process for tenure track professors including the review committee and evaluation criteria.,NA,NA,NA,NA,NA,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,"But gender equality officer has to be part of it....""Der Gleichstellungsbeauftragte der Universität gehört dem Tenure-Board mit beratender Stimme an.""","But gender equality officer has to be part of it....""The University Equal Opportunity Officer shall serve on the Tenure Board in an advisory capacity.""",NA,NA,Gender of reviewers,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,1,Evaluationskriterien - Bereich Transfer: Presse- und Öffentlichkeitsarbeit,Evaluation criteria - Transfer area: Press and public relations work,NA,NA,Engagement with the public,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,OtherIndicators,Industry,impact type 3) interactions with industry,1,Evaluationskriterien - Bereich Transfer: Kooperationen mit Einrichtungen und Unternehmen der Region,Evaluation criteria - Transfer area: Cooperation with institutions and companies in the region,NA,NA,Engagement with industry,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA,Journal metrics,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA,Number of publications,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,ServicesToScientificCommunity,PeerReview,peer review and editor activities,1,Evaluationskriterien - Bereich Forschung: herausragende Gutachtertätigkeiten,Evaluation criteria - Research area: outstanding reviewer activities,NA,NA,Review & editorial activities,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",1,"Evaluationskriterien - Bereich Transfer: weitere Kriterien, z.B. Organisation von entsprechenden Veranstaltungen","Evaluation criteria - area of transfer: further criteria, e.g. organisation of corresponding events",NA,NA,Service to profession,Chemnitz University of Technology,26.5,26.8
DE,3,NA,Research,Low,Patents,Patents,patenting discoveries/inventions,1,"Evaluationskriterien - Bereich Transfer: • Patente, Schutzrechte","Evaluation criteria - Transfer area: - Patents, property rights",NA,NA,Patents,Chemnitz University of Technology,26.5,26.8
DE,4,NA,Citations,High,Metadata,PolicyDate,When did the policy come into effect?,20190621,NA,NA,NA,NA,NA,University of Bonn,47,88
DE,4,NA,Citations,High,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",tenure track professors,NA,NA,NA,NA,NA,University of Bonn,47,88
DE,4,NA,Citations,High,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",The policy specifies the evaluation process of tenure track professors including details on the committee and the evaluation criteria.,NA,NA,NA,NA,NA,University of Bonn,47,88
DE,4,NA,Citations,High,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,University of Bonn,47,88
DE,4,NA,Citations,High,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,"But gender equality officer has to be part of it.... ""Die zentrale Gleichstellungsbeauftragte oder in deren Vertretung die zuständige Fakultätsgleichstellungsbeauftragte sowie ggf. die Schwerbehindertenvertretung sind berechtigt, an den Sitzungen der Tenure-Track-Kommission als beratende Mitglieder mit Antrags und Rederecht teilzunehmen.""","But gender equality officer has to be part of it.... ""The central gender equality officer or, on her behalf, the competent faculty gender equality officer and, if applicable, the representative for severely disabled persons are entitled to participate in the meetings of the tenure-track commission as advisory members with the right to make motions and to speak.""",NA,NA,Gender of reviewers,University of Bonn,47,88
DE,4,NA,Citations,High,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,University of Bonn,47,88
DE,4,NA,Citations,High,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,University of Bonn,47,88
DE,4,NA,Citations,High,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,University of Bonn,47,88
DE,4,NA,Citations,High,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,University of Bonn,47,88
DE,4,NA,Citations,High,OtherIndicators,Industry,impact type 3) interactions with industry,1,"Mögliche Kategorien: Eingeworbene Drittmittel, Kooperationen und technische Innovationsfähigkeit - Mögliche Kriterien/Indikatoren: • Initiierung von Technologietransferprojekten bzw. Unternehmensausgründungen","Possible categories: Third-party funds acquired, cooperations and technical innovation capacity - Possible criteria/indicators: - Initiation of technology transfer projects or spin-offs.",NA,NA,Engagement with industry,University of Bonn,47,88
DE,4,NA,Citations,High,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,University of Bonn,47,88
DE,4,NA,Citations,High,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,University of Bonn,47,88
DE,4,NA,Citations,High,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,University of Bonn,47,88
